emsno,工廠名稱,uniformno,county,township,facilityaddress,industryareaname,industryid,industryname,TWD97X,TWD97Y,wgs84lon,wgs84lat,isair,iswater,iswaste,istoxic,issoil,airreleasedate,waterreleasedate,wastereleasedate,toxicreleasedate,soilreleasedate,industrygroup,admino,facno
S2200068,國隆洗衣店,85971821,高雄市,仁武區,高雄市仁武區竹後里大福街二三二號,,9610,洗衣業,181829.82,2511989.91,120.3364389,22.70698693,1,0,0,0,0,,,,,,961,,
S2200086,三永裕鐵工廠股份有限公司,,高雄市,仁武區,高雄市仁武區竹後里水管路二四號,仁武工業區,2541,金屬鍛造業,181225.5,2511854.59,120.3305627,22.70574043,1,1,1,0,0,,1998/11/16,,,,254,,
S2200102,三和耐火工業股份有限公司,75060752,高雄市,仁武區,高雄市仁武區竹後里鳳仁路三九八號,非屬工業區類,2321,耐火材料製造業,181593.23,2513335.45,120.3340773,22.7191282,1,1,1,0,0,,2007/5/29,,,,232,64000,
S2200120,三英鋼鐵股份有限公司仁武廠,83391910,高雄市,仁武區,高雄市仁武區烏林里仁心路三一一號,非屬工業區類,2541,金屬鍛造業,185229.42,2510411.64,120.3695939,22.69286815,1,1,1,0,0,,2024/9/13,,,,254,,
S2200148,大華印鐵製罐股份有限公司,83423130,高雄市,仁武區,高雄市仁武區考潭里仁心路二二七號,,1601,印刷業,184791.86,2509838.97,120.3653592,22.68767981,1,0,1,0,0,,,2003/9/9,,,160,,
S2200175,中國漁網股份有限公司,85793832,高雄市,仁武區,高雄市仁武區文武里鳳仁路一六二號,,1152,繩、纜及網製造業,183060.5,2510802.05,120.3484683,22.69630922,1,0,0,0,0,,,,,,115,,
S2200193,允茂木業有限公司,23490731,高雄市,仁武區,高雄市仁武區仁心路一三二號,,1401,製材業,184356.2,2509450.15,120.3611355,22.68415169,1,0,0,0,0,,,,,,140,,
S2200228,台朔重工股份有限公司齒輪廠,23986634,高雄市,仁武區,高雄市仁武區鳳仁路二八一號,仁武工業區,2939,其他通用機械設備製造業,182408.19,2511501.025,120.3420895,22.70259532,1,1,1,0,0,,1996/12/18,,,,293,,
S2200344,亞寧化工企業股份有限公司,85962127,高雄市,仁武區,高雄市仁武區水管路九一號,,1990,未分類其他化學製品製造業,181414.8237,2511979.933,120.3324,22.70688,1,0,1,1,0,,,2003/3/18,,,199,,
S2200399,明鴻木器股份有限公司,83451711,高雄市,仁武區,高雄市仁武區竹後里水管路一五一號,仁武工業區,1409,其他木竹製品製造業,182042.6112,2511829.954,120.338517,22.705551,1,0,0,0,0,,,,,,140,,
S2200442,東源金屬工業公司,85909377,高雄市,仁武區,高雄市仁武區仁心路二五二號,非屬工業區類,2549,其他金屬加工處理業,184989.94,2509953.23,120.3672821,22.68871927,1,1,1,0,0,,2001/12/18,2003/9/8,,,254,,
S2200497,千井企業有限公司,,高雄市,仁武區,高雄市仁武區仁心路一九九巷六號,,2591,螺絲、螺帽及鉚釘製造業,184618.1,2509911.22,120.3636651,22.68832555,1,0,1,0,0,,,2003/9/8,,,259,,
S2200540,柏緯鐵工股份有限公司,22084215,高雄市,仁武區,高雄市仁武區烏林里仁心路三○三號,非屬工業區類,2599,未分類其他金屬製品製造業,185136.4636,2510222.442,120.368697,22.691156,1,1,1,0,0,,2020/11/24,,,,259,,
S2200586,重盈陽成工業股份有限公司仁武廠,75943559,高雄市,仁武區,高雄市仁武區竹後里水管路八三號,非屬工業區類,2543,金屬熱處理業,181245.62,2511960.05,120.3307539,22.7066936,1,1,1,0,0,,,,,,254,,
S2200620,高樺紙器股份有限公司,76394686,高雄市,仁武區,高雄市仁武區鳳仁路永宏巷四號,,1520,瓦楞紙板及紙容器製造業,182808.0403,2511040.557,120.346001,22.698453,1,0,0,0,0,,,,,,152,,
S2200657,統贊實業股份有限公司,83360156,高雄市,仁武區,高雄市仁武區烏林里仁心路二五七巷五號,仁武工業區,2209,其他塑膠製品製造業,184976.95,2510116.08,120.367149,22.69018939,1,1,1,0,0,,1994/9/2,2002/12/30,,,220,,
S2200728,華盛頓製藥廠股份有限公司,7407503,高雄市,仁武區,高雄市仁武區工業二路一二號,仁武工業區,2002,西藥製造業,182410.62,2511177.46,120.3421271,22.69967347,1,0,1,1,0,,,,,,200,,
S2200737,華榮電線電纜股份有限公司,79460007,高雄市,仁武區,高雄市仁武區高楠公路三○號,非屬工業區類,2831,電線及電纜製造業,180456.28,2510575.68,120.3231325,22.6941598,1,1,1,1,0,,,,,,283,,
S2200755,進大漆料工業股份有限公司仁武廠,75511406,高雄市,仁武區,高雄市仁武區竹後里竹門巷一四五號,仁武工業區,1920,塗料、染料及顏料製造業,182171.13,2512055.57,120.3397581,22.70759362,1,0,1,1,1,,,2003/10/29,2021/2/20,2018/10/23,192,,
S2200782,新福光塗裝工程股份有限公司,83361958,高雄市,仁武區,高雄市仁武區考潭里仁心路一九九巷二號,其他工業區　　　,2599,未分類其他金屬製品製造業,184667.95,2509780.94,120.3641557,22.68715098,1,1,1,0,0,,2023/3/21,,,,259,,
S2200791,瑞鴻泰窯業股份有限公司,85629235,高雄市,仁武區,高雄市仁武區烏林里仁心路三○七巷一一號,其他工業區　　　,2399,未分類其他非金屬礦物製品製造業,184996.96,2510418.01,120.3673312,22.69291675,1,1,1,0,0,,,,,,239,,
S2200844,臺陽塗料建材股份有限公司,75669736,高雄市,仁武區,高雄市仁武區竹後里水管路八五號,仁武工業區,1920,塗料、染料及顏料製造業,181300.5705,2511978.343,120.331288,22.706861,1,0,1,0,0,,,,,,192,,
S2200924,聯僑鋼鐵股份有限公司,83438302,高雄市,仁武區,高雄市仁武區烏材林仁心路三三三號,非屬工業區類,2549,其他金屬加工處理業,183916.5199,2511277.458,120.3567796,22.70063606,1,0,1,0,0,,,2003/9/9,,,254,,
S2200951,豐興磚廠股份有限公司,75972907,高雄市,仁武區,高雄市仁武區烏林里仁林路二九○號,非屬工業區類,2399,未分類其他非金屬礦物製品製造業,187925.32,2511245.8,120.3957986,22.70050229,1,1,1,0,0,,,,,,239,,
S2200979,燁譔鋼鐵股份有限公司,22143426,高雄市,仁武區,高雄市仁武區烏林里仁心路二五五號,非屬工業區類,2531,鍋爐、金屬貯槽及壓力容器製造業,185044.93,2510076.45,120.3678122,22.68983413,1,0,1,0,0,,,2003/9/9,,,253,,
S2200988,鎧陞企業股份有限公司,85968380,高雄市,仁武區,高雄市仁武區竹後里竹工一巷九號,非屬工業區類,3211,木製家具製造業,182178.8983,2512096.11,120.339832,22.70796,1,0,0,0,0,,,,,,321,,
S2201001,明鴻工業股份有限公司,75248026,高雄市,仁武區,高雄市仁武區仁武里工業二路二號,仁武工業區,3190,未分類其他運輸工具及其零件製造業,182689.71,2511341.22,120.3448364,22.70116345,1,1,1,1,0,,,,2021/2/20,,319,,
S2201047,高福化學工業股份有限公司高雄工廠,75415298,高雄市,仁武區,高雄市仁武區竹後里鳳仁路三八五號,仁武工業區,1841,塑膠原料製造業,181490.8523,2513077.543,120.333092,22.716795,1,1,1,1,0,,,,,,184,64000,99661223
S2201056,台灣聚合化學品股份有限公司高雄廠,11917107,高雄市,仁武區,高雄市仁武區後安里鳳仁路三三○號,非屬工業區類,1841,塑膠原料製造業,181981.2,2512790.11,120.3378776,22.71421921,1,1,1,1,0,,,,,,184,,
S2201065,大立高分子工業股份有限公司,85004174,高雄市,仁武區,高雄市仁武區後安里永宏巷一○號,非屬工業區類,1841,塑膠原料製造業,182212.61,2512883.91,120.340126,22.71507558,1,1,1,1,0,,2020/12/4,2023/8/22,2022/3/1,,184,,
S2201074,暉華工業股份有限公司,75926566,高雄市,仁武區,高雄市仁武區工業一路一○號,仁武工業區,2422,鋁鑄造業,182459.6749,2511352.157,120.342597,22.701253,1,1,1,0,0,,,,,,242,,
S2201083,美西製藥有限公司,85610030,高雄市,仁武區,高雄市仁武區仁武里工業一路九號,仁武工業區,2002,西藥製造業,182418.74,2511278.13,120.3422018,22.7005829,1,1,1,1,0,,1995/6/8,,,,200,,
S2201092,長春人造樹脂廠股份有限公司高雄廠,11384708,高雄市,仁武區,高雄市仁武區仁武里工業一路八、一二、一四號,仁武工業區,1810,化學原材料製造業,182262.0426,2511154.262,120.340682,22.699458,1,1,1,1,0,,,,,,181,64000,
S2201109,台灣塑膠工業股份有限公司仁武廠,75708007,高雄市,仁武區,高雄市仁武區竹後里水管路一○○號,仁武工業區,1810,化學原材料製造業,181689.4,2511849.26,120.3350783,22.70571112,1,1,1,1,1,,,,,,181,64000,
S2201118,南亞塑膠工業股份有限公司仁武廠,75370905,高雄市,仁武區,高雄市仁武區竹後里水管路一○一號,非屬工業區類,2201,塑膠皮、板及管材製造業,181680.86,2511849.75,120.3349951,22.7057152,1,1,1,1,0,,,,,,220,64000,99661409
S2201136,天明製藥股份有限公司,81002274,高雄市,仁武區,高雄市仁武區考潭里仁心路一九七號,非屬工業區類,2004,中藥製造業,184680.83,2509676.75,120.3642854,22.68621059,1,1,1,1,0,,2017/4/14,2017/6/15,2021/2/20,,200,,
S2201145,台精化學工業股份有限公司,83387845,高雄市,仁武區,高雄市仁武區後安里鳳仁路四○二號,大社擴大工業區,1810,化學原材料製造業,181583.79,2513542.49,120.3339763,22.72099748,1,1,1,1,1,,,,,,181,64000,99662885
S2201154,三芳化學工業股份有限公司,83387850,高雄市,仁武區,高雄市仁武區竹後里鳳仁路四○二號,其他工業區　　　,1841,塑膠原料製造業,181583.7545,2513542.441,120.333976,22.720997,1,1,1,1,0,,,,,,184,,
S2201172,大威鋁品工業股份有限公司,82005398,高雄市,仁武區,高雄市仁武區仁武里工業一路六之一號,仁武工業區,2522,金屬建築組件製造業,182534.46,2511388.21,120.3433233,22.7015816,1,1,1,0,0,,,,,,252,,
S2201181,天誠混凝土實業股份有限公司,84087085,高雄市,仁武區,高雄市仁武區高楠公路九九之一號,非屬工業區類,2332,預拌混凝土製造業,180471.4323,2511430.744,120.323242,22.701882,1,1,1,0,0,,,,,,233,,
S2201190,雄台金屬股份有限公司,81150605,高雄市,仁武區,高雄市仁武區後安里後庄巷一一五號,仁武工業區,2544,金屬表面處理業,182302.0605,2512716.018,120.341004,22.713563,1,1,1,0,0,,2017/9/21,2017/8/15,,,254,,
S2201207,台灣水泥股份有限公司高雄水泥製品廠,11913502,高雄市,仁武區,高雄市仁武區仁武里工業一路一六號,仁武工業區,2332,預拌混凝土製造業,182269.6785,2511184.791,120.340755,22.699734,1,1,1,0,0,,,,,,233,64000,
S2201216,正義股份有限公司,83728956,高雄市,仁武區,高雄市仁武區烏林里仁林路一四八號,非屬工業區類,840,動植物油脂製造業,185199.61,2510902.86,120.3692834,22.69730299,1,1,1,1,0,,2014/11/30,2022/12/20,2021/2/20,,84,,
S2201243,富奕金屬工業股份有限公司,23521586,高雄市,仁武區,高雄市仁武區竹後里竹工二巷二三號,仁武工業區,2544,金屬表面處理業,181391.69,2512289.14,120.3321613,22.70967137,1,1,1,1,0,,,,2021/2/20,,254,,
S2201627,開發工業股份有限公司,85305524,高雄市,仁武區,高雄市仁武區高楠里高楠公路一二、二○號,其他工業區　　　,3190,未分類其他運輸工具及其零件製造業,180347.456,2510243.045,120.3220881,22.69115147,1,1,1,1,0,,,,,,319,,
S2201645,尚興鋼鐵工業股份有限公司,85655752,高雄市,仁武區,高雄市仁武區竹後里竹工二巷一九號,非屬工業區類,2544,金屬表面處理業,181282.0306,2512355.485,120.331091,22.710266,1,1,1,1,0,,,,,,254,,
S2201690,立昌實業股份有限公司高雄廠,59488560,高雄市,仁武區,高雄市仁武區後安里鳳仁路二九八號,非屬工業區類,891,烘焙炊蒸食品製造業,182342.7617,2512118.305,120.341426,22.708167,1,1,1,0,0,,2019/3/12,2019/3/5,,,89,,
S2201707,和桐化學股份有限公司,12526607,高雄市,仁武區,高雄市仁武區竹後里竹工二巷一號,仁武工業區,1810,化學原材料製造業,181448.45,2512264.74,120.3327148,22.70945333,1,1,1,1,1,,,,2023/11/8,,181,64000,99663437
S2201716,長川化工股份有限公司,83449336,高雄市,仁武區,高雄市仁武區竹後里竹楠路七號,仁武工業區,1841,塑膠原料製造業,181454.5897,2512141.208,120.33278,22.708338,1,1,1,1,0,,1993/6/3,,,,184,64000,
S2202160,公準精密工業股份有限公司,75940820,高雄市,仁武區,高雄市仁武區仁武里工業一路六號,仁武工業區,2544,金屬表面處理業,182561.2,2511406.36,120.3435828,22.70174657,1,1,1,1,1,,,,,,254,,
S2202348,光隆瀝青股份有限公司,84152487,高雄市,仁武區,高雄市仁武區烏林里仁林路二三二號,非屬工業區類,2399,未分類其他非金屬礦物製品製造業,186742.21,2511211.35,120.3842848,22.70014729,1,1,1,0,0,,,,,,239,,
S2202384,思泰有限公司,84212680,高雄市,仁武區,高雄市仁武區鳳仁路三二九之一二號,仁武工業區,9610,洗衣業,181589.22,2512678.83,120.3340669,22.71319846,1,1,1,0,0,,,2023/6/17,,,961,,
S2202464,瑞利企業股份有限公司,85330636,高雄市,仁武區,高雄市仁武區高楠里高楠公路二二號,非屬工業區類,2544,金屬表面處理業,180381.4387,2510239.519,120.322419,22.691121,1,1,1,0,0,,2025/4/21,,,,254,64000,99662631
S2202491,鳳仁加油站有限公司鳳仁加油站,,高雄市,仁武區,高雄市仁武區鳳仁路一七七號,非屬工業區類,4821,加油及加氣站,183046.59,2510643.18,120.3483397,22.69487399,1,1,0,0,0,,2013/11/20,,,,482,,
S2202508,全國加油站股份有限公司仁武站,89232377,高雄市,仁武區,高雄市仁武區鳳仁路一六六號,非屬工業區類,4821,加油及加氣站,183025.39,2510829.49,120.3481254,22.69655562,1,0,0,0,0,,,,,,482,,
S2202571,勝蜂企業有限公司仁武廠,23329337,高雄市,仁武區,高雄市仁武區竹後里鳳仁路三二九之一九號,仁武工業區,2412,鋼鐵鑄造業,181556.41,2512660.04,120.3337484,22.71302745,1,1,1,0,0,,1997/6/3,,,,241,,
S2202606,竑榮實業股份有限公司仁武廠,22978930,高雄市,仁武區,高雄市仁武區仁武里工業二路一一號,仁武工業區,2332,預拌混凝土製造業,182641.01,2511260.53,120.3443659,22.70043284,1,1,1,0,0,,,,,,233,,
S2202651,先答實業股份有限公司,22537673,高雄市,仁武區,高雄市仁武區永宏巷一一之一號,,2209,其他塑膠製品製造業,182185.3929,2512890.914,120.3398608,22.7151377,1,0,0,0,0,,,,,,220,,
S2202697,鳳勝實業股份有限公司仁武廠,16093742,高雄市,仁武區,高雄市仁武區竹後里鳳仁路二九四號,仁武工業區,2332,預拌混凝土製造業,182318.0588,2511992.286,120.341191,22.707028,1,1,1,0,0,,,,,,233,,
S2202777,立竑預拌混凝土仁武廠(違章),76344878,高雄市,仁武區,高雄市仁武區高楠路一二○號,,2332,預拌混凝土製造業,180443.0595,2511030.771,120.3229836,22.6982689,1,0,0,0,0,,,,,,233,,
S2202857,華榮電線電纜股份有限公司仁武廠,,高雄市,仁武區,高雄市仁武區高楠公路三○號,,,,180456.28,2510575.68,120.3231325,22.6941598,1,0,1,0,0,,,2003/3/14,,,351,,
S2202866,貝豪化工有限公司仁武廠,22546700,高雄市,仁武區,高雄市仁武區中華里華興街五九號,非屬工業區類,1931,清潔用品製造業,180970.9,2512112.87,120.3280733,22.70806242,1,0,1,0,0,,,2003/10/16,,,193,,
S2202884,瑞榮瀝青股份有限公司,16920995,高雄市,仁武區,高雄市仁武區烏林里仁心路三一二之三號,非屬工業區類,2399,未分類其他非金屬礦物製品製造業,185833.4655,2510233.669,120.37548,22.691284,1,1,1,0,0,,2024/9/13,,,,239,64000,
S2202893,振銘塑膠實業社,,高雄市,仁武區,高雄市仁武區鳳仁路二八五巷一八號,其他工業區　　　,2203,塑膠外殼及配件製造業,182384.63,2511606.02,120.3418556,22.70354253,1,0,0,0,0,,,,,,220,,
S2202919,潤生企業股份有限公司,86529234,高雄市,仁武區,高雄市仁武區鳳仁路二八五巷二○號,其他工業區　　　,2203,塑膠外殼及配件製造業,182376.42,2511595.56,120.3417762,22.70344775,1,0,0,0,0,,,,,,220,,
S2202946,慶友膠業股份有限公司,85619258,高雄市,仁武區,高雄市仁武區竹後里鳳仁路三七五號,仁武工業區,1842,合成橡膠原料製造業,181771.7,2512929.69,120.3358322,22.71547123,1,1,1,0,0,,2024/9/13,2017/6/6,,,184,,
S2202964,丸欣實業有限公司,,高雄市,仁武區,高雄市仁武區竹工三巷二三號,仁武工業區,2203,塑膠外殼及配件製造業,181451.0026,2512575.01,120.3327261,22.71225532,1,0,0,0,0,,,,,,220,,
S2203005,安稼企業有限公司,76547803,高雄市,仁武區,高雄市仁武區竹工三巷二三號,仁武工業區,2203,塑膠外殼及配件製造業,181451.0026,2512575.01,120.3327261,22.71225532,1,0,0,0,0,,,,,,220,,
S2203014,旭成塑膠工業社,78384072,高雄市,仁武區,高雄市仁武區竹工三巷二八號,仁武工業區,2203,塑膠外殼及配件製造業,181385.2246,2512694.437,120.3320806,22.71333112,1,0,0,0,0,,,,,,220,,
S2203032,帝旺鈕釦有限公司,84315291,高雄市,仁武區,高雄市仁武區竹楠路三一號三樓,仁武工業區,2203,塑膠外殼及配件製造業,181671.93,2512429.7,120.3348829,22.71095206,1,0,0,0,0,,,,,,220,,
S2203050,見興塑膠股份有限公司,85886156,高雄市,仁武區,高雄市仁武區竹楠路一九號之一,仁武工業區,2203,塑膠外殼及配件製造業,181508.29,2512313.34,120.3332952,22.70989464,1,0,0,0,0,,,,,,220,,
S2203078,統宇工業有限公司,85892404,高雄市,仁武區,高雄市仁武區竹工一巷一七號,仁武工業區,2203,塑膠外殼及配件製造業,181254.1535,2512103.827,120.3308307,22.70799232,1,1,0,0,0,,2007/6/4,,,,220,,
S2203087,雙鳳興業有限公司,22095162,高雄市,仁武區,高雄市仁武區竹工二巷一二號,仁武工業區,2203,塑膠外殼及配件製造業,181384.4466,2512366.384,120.3320874,22.71036862,1,1,0,0,0,,,,,,220,,
S2203103,香港信英塑膠股份有限公司,83617179,高雄市,仁武區,高雄市仁武區竹門巷二一號,仁武工業區,2203,塑膠外殼及配件製造業,181572.0171,2512172.737,120.3339216,22.70862752,1,0,0,0,0,,,,,,220,,
S2203121,久億工業股份有限公司,23519012,高雄市,仁武區,高雄市仁武區竹後里鳳仁路三一九之五號,非屬工業區類,2543,金屬熱處理業,181867.3242,2512493.936,120.336782,22.71154,1,0,1,0,0,,,,,,254,64000,
S2203201,同超塑膠股份有限公司,85870767,高雄市,仁武區,高雄市仁武區烏林里仁心路三○○號,非屬工業區類,2201,塑膠皮、板及管材製造業,185397.89,2510344.88,120.3712362,22.69227172,1,1,0,1,0,,2024/9/13,,2022/11/1,,220,,
S2203283,達遠塑膠企業股份有限公司,6724404,高雄市,仁武區,高雄市仁武區烏林里仁心路三一九號,非屬工業區類,2209,其他塑膠製品製造業,185332.33,2510406.37,120.3705957,22.6928245,1,1,0,0,0,,2007/6/14,,,,220,,
S2203318,添仁花板有限公司,86904462,高雄市,仁武區,高雄市仁武區永宏巷一二弄一九號,非屬工業區類,1402,合板及組合木材製造業,182268.0955,2512953.898,120.3406631,22.7157098,1,0,0,0,0,,,,,,140,,
S2203327,仲合膠業有限公司,22665753,高雄市,仁武區,高雄市仁武區鳳仁路二八七之一七號,其他工業區　　　,2102,工業用橡膠製品製造業,182422.71,2511719.43,120.3422214,22.7045682,1,0,0,0,0,,,,,,210,,
S2203345,淞全工業有限公司,23935278,高雄市,仁武區,高雄市仁武區鳳仁路二八七之二○號,其他工業區　　　,2203,塑膠外殼及配件製造業,182407.63,2511709.25,120.342075,22.70447567,1,0,0,0,0,,,,,,220,,
S2203363,今順加油站股份有限公司,,高雄市,仁武區,高雄市仁武區仁雄路五○○號,非屬工業區類,4821,加油及加氣站,181317.89,2508215.75,120.3316214,22.67288375,1,1,0,0,0,,2007/8/8,,,,482,,
S2203381,震璋企業有限公司,,高雄市,仁武區,高雄市仁武區鳳仁路二二七號,非屬工業區類,2543,金屬熱處理業,182857.78,2511046.81,120.3464848,22.69851147,1,0,0,0,0,,,,,,254,,
S2203407,中鷹加油站股份有限公司,,高雄市,仁武區,高雄市仁武區竹後里鳳仁路三二一號,非屬工業區類,4821,加油及加氣站,181986.93,2512583.39,120.3379423,22.71235267,1,1,0,0,0,,2008/4/30,,,,482,,
S2203434,台糖仁新加油站,,高雄市,仁武區,高雄市仁武區水管路三段二七六號,非屬工業區類,4821,加油及加氣站,184125.94,2511604,120.3588042,22.70359311,1,0,0,0,0,,,,,,482,,
S2203443,台糖五塊厝加油站,81888180,高雄市,仁武區,高雄市仁武區高楠公路五五號,非屬工業區類,4821,加油及加氣站,180298.93,2510521.61,120.3216035,22.69366504,1,0,0,0,0,,,,,,482,,
S2203461,台灣中油股份有限公司煉製事業部大林煉油廠(烏材林儲運課),3707901,高雄市,仁武區,高雄市仁武區鳥林里水管路三段九八五號,非屬工業區類,1700,石油及煤製品製造業,186652.2279,2511334.61,120.383404,22.701257,1,1,1,0,0,,2024/9/13,,,,170,64000,
S2203658,新生電腦洗衣店,,高雄市,仁武區,高雄市仁武區仁武里仁樂街二五二號,非屬工業區類,9610,洗衣業,183106.15,2511634.58,120.3488771,22.70382918,1,0,0,0,0,,,,,,961,,
S2203667,台塑大金精密化學股份有限公司仁武廠,70467423,高雄市,仁武區,高雄市仁武區竹後里水管路一○○號,仁武工業區,1810,化學原材料製造業,181689.3741,2511849.25,120.335078,22.705711,1,1,1,1,0,,,,,,181,64000,
S2211543,錩駿企業有限公司,84600838,高雄市,仁武區,高雄市仁武區後安里永宏巷一二弄三二號,仁武工業區,2599,未分類其他金屬製品製造業,182323.4514,2512744.161,120.341211,22.713818,1,1,1,0,1,,2006/7/5,,,,259,,
S2212095,光舜興業股份有限公司,85870730,高雄市,仁武區,高雄市仁武區烏林里烏林路六六之一號,非屬工業區類,2332,預拌混凝土製造業,186289.5488,2511433.457,120.37987,22.702136,1,1,1,0,0,,,,,,233,64000,99664291
S2212139,綠化環保工程股份有限公司仁武廠,16104327,高雄市,仁武區,高雄市仁武區竹後里鳳仁路三七九號,仁武工業區,3830,資源物回收處理業,181672.81,2513075.69,120.3348633,22.71678567,1,1,1,0,0,,2007/9/7,,,,383,,
S2212255,新長嵩塑膠企業社,18112978,高雄市,仁武區,高雄市仁武區竹後里竹門巷一○一之六號,非屬工業區類,2209,其他塑膠製品製造業,182178.8983,2512096.11,120.339832,22.70796,1,0,1,0,0,,,2007/8/9,,,220,,
S2212317,昱廷工程有限公司,16496132,高雄市,仁武區,高雄市仁武區鳳仁路九十六巷一○號,非屬工業區類,3821,非有害廢棄物處理業,182911.7897,2511152.055,120.347006,22.699464,1,0,0,0,0,,,,,,382,,
S2213118,福懋興業股份有限公司(福懋仁武加油站),14001199,高雄市,仁武區,高雄市仁武區鳳仁路七六號,非屬工業區類,4821,加油及加氣站,183661.3,2509432.18,120.3543737,22.68396229,1,1,0,0,0,,2003/9/29,,,,482,,
S2213216,寶偉工業有限公司,23376128,高雄市,仁武區,高雄市仁武區後庄巷五三號,非屬工業區類,2209,其他塑膠製品製造業,182345.2867,2512365.512,120.3414399,22.7103995,1,0,0,0,0,,,,,,220,,
S2213305,台灣糖業股份有限公司-民族三加油站,3794905,高雄市,仁武區,高雄市仁武區五和里高楠公路六二號,非屬工業區類,4821,加油及加氣站,180536.07,2511395.36,120.3238727,22.70156516,1,1,0,0,0,,2017/6/9,,,,482,64000,
S2213403,捷禾企業有限公司仁武二廠,75941335,高雄市,仁武區,高雄市仁武區竹後里竹工二巷五號,仁武工業區,2102,工業用橡膠製品製造業,181391.69,2512289.14,120.3321613,22.70967137,1,0,0,0,0,,,,,,210,,
S2213468,蔣瑞裕,,高雄市,仁武區,高雄市仁武區烏林里林森巷八九之一號,非屬工業區類,,,185604.9053,2510856.19,120.37323,22.696897,1,0,0,0,0,,,,,,339,,
S2213627,台灣糖業股份有限公司-台糖仁林加油站,99134086,高雄市,仁武區,高雄市仁武區文武里澄觀路二段二號,非屬工業區類,4821,加油及加氣站,184257.59,2511414.51,120.3600935,22.70188705,1,1,0,0,0,,2005/4/8,,,,482,64000,
S2213645,灣內加油站有限公司,13169711,高雄市,仁武區,高雄市仁武區灣內里二鄰澄觀一路八○號,非屬工業區類,4821,加油及加氣站,183654.3244,2509261.538,120.354313,22.682421,1,1,0,0,1,,2016/10/3,,,2016/6/17,482,,
S2213663,山隆通運股份有限公司山隆仁武加油站,33983853,高雄市,仁武區,高雄市仁武區烏林里仁林路一五三號,非屬工業區類,4821,加油及加氣站,185364.2838,2510931.179,120.370885,22.697565,1,1,0,0,0,,2018/7/2,,,,482,,
S2213672,金山食品有限公司,,高雄市,仁武區,高雄市仁武區竹後里後庄巷一七三號,非屬工業區類,,,182222.3602,2511842.663,120.340266,22.705673,1,0,0,0,0,,,,,,89,,
S2213707,益利達資源科技股份有限公司,80366000,高雄市,仁武區,高雄市仁武區仁武里工業二路二五號,仁武工業區,4691,回收物料批發業,182432.47,2511147.19,120.3423411,22.69940099,1,1,1,1,0,,,,,,469,64000,99704738
S2213912,光彌實業股份有限公司,97225053,高雄市,仁武區,高雄市仁武區文武里水管路三段五一二之八號,非屬工業區類,3821,非有害廢棄物處理業,184459.087,2511372.268,120.3620565,22.70151342,1,1,1,0,0,,2022/11/10,2022/12/12,,,382,,
S2213967,亞太儲運股份有限公司亞柏仁武站,4230623,高雄市,仁武區,高雄市仁武區文武里澄觀路一段一一一一號,非屬工業區類,,,184161.72,2511400.35,120.359161,22.70175545,1,1,0,0,1,,2018/6/28,,,2017/6/13,0,,
S2213976,亞太國際物流(股)公司亞柏八卦寮加油站,4230623,高雄市,仁武區,高雄市仁武區五和里八德西路四三三號,非屬工業區類,,,181051.17,2509186.12,120.3289833,22.6816358,1,1,0,0,1,,1973/8/7,,,2017/5/23,0,,
S2214802,珈明科技有限公司,28600510,高雄市,仁武區,高雄市仁武區仁武里工業二路九號,仁武工業區,2599,未分類其他金屬製品製造業,182651.1,2511266.81,120.3444638,22.70048995,1,1,1,0,0,,,,,,259,,
S2214866,台亞石油股份有限公司(台亞仁武加油站),16839714,高雄市,仁武區,高雄市仁武區鳳仁路三○四之三號,非屬工業區類,4821,加油及加氣站,182250.1405,2512244.845,120.340519,22.709306,1,0,0,0,0,,,,,,482,,
S22A0268,信炫高週波熱處理有限公司,81257780,高雄市,仁武區,高雄市仁武區後安里興昌巷八之二號,仁武工業區,2544,金屬表面處理業,182209.1738,2512574.024,120.340106,22.712277,1,0,1,0,0,,,,,,254,,
S22A0416,清南企業股份有限公司,75999785,高雄市,仁武區,高雄市仁武區竹後里竹楠路一號,非屬工業區類,2599,未分類其他金屬製品製造業,181457.56,2512064.99,120.3328122,22.70764987,1,0,0,0,0,,,,,,259,,
S22A0456,中印能源科技股份有限公司,23638951,高雄市,仁武區,高雄市仁武區烏林里仁林路二三六號,非屬工業區類,5301,普通倉儲業,187020.88,2511204.9,120.3869973,22.70009946,1,0,0,0,0,,,,,,530,,
S22A1177,進磬企業有限公司,82087460,高雄市,仁武區,高雄市仁武區竹後里竹業巷一二之三號一樓,非屬工業區類,2544,金屬表面處理業,181376.9543,2512445.639,120.332011,22.711084,1,1,1,1,0,,,,,,254,,
S2300027,大社加油站,23853070,高雄市,大社區,高雄市大社區中山路九號,非屬工業區類,4821,加油及加氣站,182349.42,2514789.63,120.3413754,22.73229058,1,0,0,0,0,,,,,,482,,
S2300045,台灣合田實業股份有限公司,85615458,高雄市,大社區,高雄市大社區保社里旗楠路六號,非屬工業區類,2499,未分類其他基本金屬製造業,182021.07,2515757.41,120.3381367,22.74101684,1,0,1,0,0,,,2003/10/30,,,249,64000,99663888
S2300072,名人洗衣店,99999999,高雄市,大社區,高雄市大社區觀音里大新路一○六號,,9610,洗衣業,183630.62,2513993.97,120.3538819,22.72515631,1,0,0,0,0,,,,,,961,,
